,codigo_ibge,anomes_s,tx_acomp_freq_escol_f,tx_acomp_agenda_saude_f,tx_atual_cad_f,igdm_f,igd_pbf_fator_redutor_conforme_saldo_f
3794,354720,202507,0.84,0.922,0.8473,0.8642,0.1
3795,354730,202507,0.9938,0.6086,0.8334,0.8173,0.1
3796,354740,202507,0.9818,0.8598,0.8242,0.8725,1.0
3797,354750,202507,0.9289,0.9032,0.881,0.8985,0.4
3798,354760,202507,0.9619,0.6983,0.8293,0.8297,0.4
3799,354765,202507,0.873,0.8952,0.8016,0.8429,0.1
3800,354770,202507,0.9574,0.9259,0.8789,0.9103,1.0
3801,354780,202507,0.9837,0.6347,0.8323,0.8208,0.8
3802,354790,202507,0.9733,0.9076,0.8353,0.8879,1.0
3803,354800,202507,0.9625,0.8557,0.8429,0.876,0.4
3804,354805,202507,0.9007,0.8882,0.8798,0.8871,1.0
3805,354810,202507,0.8185,0.8632,0.9128,0.8768,1.0
3806,354820,202507,0.9307,0.8648,0.9201,0.9089,0.1
3807,354830,202507,0.8671,0.8994,0.8732,0.8782,0.1
3808,354840,202507,0.9071,0.843,0.8233,0.8492,1.0
3809,354850,202507,0.9562,0.8552,0.8585,0.8821,0.6
3810,354860,202507,0.9387,0.8106,0.804,0.8393,1.0
3811,354870,202507,0.9545,0.8757,0.7953,0.8552,1.0
3812,354880,202507,0.9806,0.9814,0.7874,0.8842,0.1
3813,354890,202507,0.8563,0.6168,0.8054,0.771,0.6
3814,354900,202507,0.936,0.7653,0.887,0.8688,1.0
3815,354910,202507,0.9968,0.9884,0.8259,0.9093,1.0
3816,354920,202507,0.9659,0.9573,0.9024,0.932,1.0
3817,354925,202507,0.8667,0.9568,0.96,0.9359,0.1
3818,354930,202507,0.8957,0.9442,0.8901,0.905,1.0
3819,354940,202507,0.9628,0.9299,0.85,0.8982,0.1
3820,354950,202507,0.8362,0.8306,0.8823,0.8579,1.0
3821,354960,202507,0.8142,0.905,0.8959,0.8778,1.0
3822,354970,202507,0.9319,0.7746,0.8637,0.8585,0.6
3823,354980,202507,0.9513,0.9205,0.7986,0.8673,1.0
3824,354990,202507,0.9882,0.7119,0.8136,0.8318,1.0
3825,354995,202507,0.7411,0.8896,0.8441,0.8297,1.0
3826,355000,202507,0.9878,0.8785,0.8492,0.8912,1.0
3827,355010,202507,0.8687,0.8153,0.8173,0.8297,0.1
3828,355020,202507,0.9684,0.7825,0.8676,0.8715,0.6
3829,355030,202507,0.937,0.6066,0.817,0.7944,0.8
3830,355040,202507,0.9658,0.8184,0.8492,0.8707,1.0
3831,355050,202507,0.9752,0.9503,0.9237,0.9432,1.0
3832,355060,202507,0.9881,0.8196,0.8014,0.8526,0.6
3833,355070,202507,0.9575,0.8031,0.8467,0.8635,0.8
3834,355080,202507,0.8595,0.7944,0.803,0.815,0.1
3835,355090,202507,0.7577,0.6953,0.8099,0.7682,1.0
3836,355100,202507,0.9622,0.5593,0.8112,0.786,1.0
3837,355110,202507,0.9291,0.8327,0.8275,0.8542,1.0
3838,355120,202507,0.925,0.9355,0.8946,0.9124,1.0
3839,355130,202507,0.9264,0.9671,0.9392,0.943,1.0
3840,355140,202507,0.9434,0.7776,0.743,0.8018,1.0
3841,355150,202507,0.9603,0.9003,0.8214,0.8759,1.0
3842,355160,202507,0.9737,0.9246,0.7971,0.8731,1.0
3843,355170,202507,0.908,0.5899,0.8244,0.7867,0.8
3844,355180,202507,0.8672,0.8934,0.8653,0.8728,1.0
3845,355190,202507,0.866,0.8377,0.9097,0.8808,0.4
3846,355200,202507,0.9696,0.9432,0.8801,0.9183,0.1
3847,355210,202507,0.9815,0.6646,0.7937,0.8084,0.4
3848,355220,202507,0.9727,0.4698,0.8217,0.7715,0.8
3849,355230,202507,0.8283,0.9146,0.9451,0.9083,1.0
3850,355240,202507,0.8836,0.974,0.8292,0.879,1.0
3851,355250,202507,0.9311,0.6592,0.8296,0.8124,1.0
3852,355255,202507,0.9277,0.9578,0.8626,0.9027,1.0
3853,355260,202507,0.983,0.8443,0.8274,0.8705,1.0
3854,355270,202507,0.908,0.7268,0.8092,0.8133,1.0
3855,355280,202507,0.8665,0.7316,0.8257,0.8124,0.8
3856,355290,202507,0.8,0.9426,0.8471,0.8592,1.0
3857,355300,202507,0.9552,0.9723,0.8977,0.9307,1.0
3858,355310,202507,0.954,0.8558,0.8103,0.8576,0.1
3859,355320,202507,0.8533,0.9167,0.8316,0.8583,1.0
3860,355330,202507,0.9576,0.8417,0.8809,0.8903,0.4
3861,355340,202507,0.8669,0.8366,0.8325,0.8421,1.0
3862,355350,202507,0.8633,0.9571,0.8707,0.8905,1.0
3863,355360,202507,0.6891,0.7986,0.8801,0.812,0.1
3864,355365,202507,0.7778,0.8655,0.8408,0.8312,0.1
3865,355370,202507,0.9733,0.5658,0.7768,0.0,0.6
3866,355380,202507,0.9372,0.8397,0.8551,0.8718,1.0
3867,355385,202507,0.9812,0.8542,0.8851,0.9014,1.0
3868,355390,202507,0.9755,0.9038,0.9039,0.9218,1.0
3869,355395,202507,0.8914,0.7628,0.8547,0.8409,1.0
3870,355400,202507,0.8899,0.6467,0.8161,0.7922,0.8
3871,355410,202507,0.9771,0.8641,0.8017,0.8612,0.6
3872,355420,202507,0.8789,0.8051,0.8449,0.8435,1.0
3873,355430,202507,0.7946,0.8438,0.8503,0.8348,1.0
3874,355440,202507,0.8981,0.7115,0.8341,0.8195,1.0
3875,355450,202507,0.9745,0.4992,0.8335,0.7852,1.0
3876,355460,202507,0.9859,0.9772,0.8814,0.9315,1.0
3877,355465,202507,0.8517,0.9483,0.9213,0.9107,1.0
3878,355470,202507,0.8082,0.9319,0.8649,0.8675,1.0
3879,355475,202507,0.8092,0.956,0.8333,0.858,1.0
3880,355480,202507,0.9591,0.8011,0.8148,0.8475,0.1
3881,355490,202507,0.8646,0.7211,0.8935,0.8432,0.1
3882,355495,202507,0.8685,0.8499,0.8658,0.8625,1.0
3883,355500,202507,0.9756,0.6624,0.8599,0.8395,0.4
3884,355510,202507,0.9685,0.8403,0.8166,0.8605,1.0
3885,355520,202507,0.8571,0.6805,0.8689,0.8189,1.0
3886,355530,202507,0.7529,0.9467,0.9295,0.8897,1.0
3887,355535,202507,0.9078,0.8627,0.8902,0.8877,0.1
3888,355540,202507,0.8159,0.8209,0.8181,0.8183,0.4
3889,355550,202507,0.9109,0.7039,0.9091,0.8583,1.0
3890,355560,202507,0.9073,0.8442,0.8756,0.8757,1.0
3891,355570,202507,0.876,0.9129,0.9072,0.9008,1.0
3892,355580,202507,0.8515,0.8802,0.8475,0.8567,0.1
3893,355590,202507,0.9636,0.8047,0.8447,0.8644,0.1
3894,355600,202507,0.9686,0.7612,0.8921,0.8785,1.0
3895,355610,202507,0.8782,0.7617,0.8143,0.8171,0.4
3896,355620,202507,0.8887,0.7045,0.8557,0.8262,0.8
3897,355630,202507,0.9025,0.8779,0.8987,0.8945,1.0
3898,355635,202507,0.8632,0.9355,0.8388,0.8691,1.0
3899,355640,202507,0.9517,0.7482,0.9224,0.8862,1.0
3900,355645,202507,0.9358,0.7168,0.862,0.8442,0.6
3901,355650,202507,0.892,0.7363,0.781,0.7976,0.8
3902,355660,202507,0.9276,0.7531,0.8025,0.8214,0.1
3903,355670,202507,0.9697,0.7281,0.831,0.84,0.8
3904,355680,202507,0.9125,0.7777,0.7759,0.8105,1.0
3905,355690,202507,0.8686,0.8267,0.9511,0.8994,1.0
3906,355695,202507,0.9878,0.7723,0.8846,0.8823,1.0
3907,355700,202507,0.9444,0.8045,0.8499,0.8622,0.1
3908,355710,202507,0.9627,0.7945,0.8168,0.8477,0.6
3909,355715,202507,0.9054,0.8626,0.8645,0.8743,1.0
3910,355720,202507,0.9172,0.6951,0.8578,0.832,0.1
3911,355730,202507,0.9123,0.8305,0.815,0.8432,1.0
3912,410010,202507,0.9738,0.8842,0.8498,0.8894,1.0
3913,410020,202507,0.97,0.9625,0.891,0.9286,1.0
3914,410030,202507,0.973,0.8949,0.8935,0.9137,1.0
3915,410040,202507,0.9297,0.656,0.8269,0.8099,0.8
3916,410045,202507,0.9839,0.8354,0.9305,0.9201,1.0
3917,410050,202507,0.9945,0.8291,0.8591,0.8855,0.1
3918,410060,202507,0.9581,0.86,0.8571,0.8831,1.0
3919,410070,202507,0.9885,0.8619,0.7955,0.8604,1.0
3920,410080,202507,0.952,0.8817,0.9245,0.9207,1.0
3921,410090,202507,0.9596,0.7789,0.8917,0.8805,1.0
3922,410100,202507,0.9731,0.7692,0.8355,0.8533,1.0
3923,410105,202507,0.9692,0.9114,0.9443,0.9423,1.0
3924,410110,202507,0.9817,0.882,0.9384,0.9351,0.6
3925,410115,202507,0.9593,0.948,0.8818,0.9177,1.0
3926,410120,202507,0.9521,0.8644,0.8792,0.0,1.0
3927,410130,202507,0.9909,0.9238,0.9426,0.95,0.1
3928,410140,202507,0.9657,0.6785,0.8281,0.8251,0.1
3929,410150,202507,0.952,0.8896,0.8425,0.8817,0.8
3930,410160,202507,0.9552,0.8564,0.8189,0.8624,0.4
3931,410165,202507,10.0,0.9251,0.9848,0.9737,1.0
3932,410170,202507,0.9879,0.9051,0.878,0.9123,1.0
3933,410180,202507,0.991,0.8585,0.827,0.8759,0.8
3934,410185,202507,0.9831,0.9033,0.7959,0.8696,1.0
3935,410190,202507,0.9751,0.8961,0.894,0.9148,1.0
3936,410200,202507,0.9509,0.7797,0.863,0.8642,1.0
3937,410210,202507,0.95,0.7926,0.9013,0.8863,1.0
3938,410220,202507,0.9581,0.9211,0.9205,0.9301,1.0
3939,410230,202507,0.9768,0.8416,0.824,0.8666,1.0
3940,410240,202507,0.9378,0.7276,0.8536,0.8432,0.6
3941,410250,202507,0.989,0.906,0.9014,0.9245,1.0
3942,410260,202507,0.9435,0.9244,0.8627,0.8983,0.1
3943,410270,202507,0.9665,0.7995,0.9141,0.8986,1.0
3944,410275,202507,0.995,0.9692,0.9233,0.9527,1.0
3945,410280,202507,0.9378,0.754,0.8601,0.853,1.0
3946,410290,202507,0.9973,0.9256,0.9058,0.9336,0.1
3947,410300,202507,0.9878,0.9317,0.8621,0.9109,1.0
3948,410302,202507,0.9915,0.9662,0.9064,0.9426,0.1
3949,410304,202507,0.9749,0.844,0.9131,0.9113,1.0
3950,410305,202507,0.9755,0.8114,0.9378,0.9156,1.0
3951,410310,202507,0.9179,0.6963,0.9135,0.8603,1.0
3952,410315,202507,0.985,0.9724,0.8554,0.9171,1.0
3953,410320,202507,0.976,0.9558,0.9223,0.9441,1.0
3954,410322,202507,0.9624,0.9333,0.7992,0.8735,1.0
3955,410330,202507,0.9828,0.918,0.8098,0.8801,1.0
3956,410335,202507,0.9744,0.9372,0.8889,0.9224,0.1
3957,410337,202507,0.9898,0.7257,0.8634,0.8606,1.0
3958,410340,202507,10.0,1.0,0.9342,0.9671,1.0
3959,410345,202507,0.9627,0.7854,0.8677,0.8709,1.0
3960,410347,202507,0.9356,0.9433,0.8784,0.9089,1.0
3961,410350,202507,0.9724,0.8926,0.8554,0.894,1.0
3962,410360,202507,0.9422,0.8022,0.8511,0.8617,1.0
3963,410370,202507,0.9804,0.8848,0.8626,0.8976,0.6
3964,410380,202507,0.9725,0.9009,0.8649,0.9008,0.1
3965,410390,202507,0.9737,0.9096,0.8843,0.913,1.0
3966,410395,202507,0.9624,1.0,0.806,0.8936,1.0
3967,410400,202507,0.9126,0.6993,0.8362,0.8211,1.0
3968,410405,202507,0.9904,0.8603,0.873,0.8992,0.4
3969,410410,202507,0.961,0.9069,0.9101,0.922,1.0
3970,410420,202507,0.948,0.6887,0.8299,0.8241,0.6
3971,410425,202507,0.9632,0.7874,0.8276,0.8515,0.6
3972,410430,202507,0.9761,0.8984,0.8745,0.9059,0.8
3973,410440,202507,0.9497,1.0,0.8726,0.9237,0.6
3974,410442,202507,0.9886,0.8996,0.9007,0.9224,0.6
3975,410445,202507,0.9596,0.9257,0.84,0.8913,1.0
3976,410450,202507,0.9831,0.7055,0.8992,0.8718,1.0
3977,410460,202507,0.9744,0.8487,0.9378,0.9247,1.0
3978,410465,202507,0.9631,0.9257,0.85,0.8972,1.0
3979,410470,202507,0.9498,0.6079,0.8696,0.8242,0.4
3980,410480,202507,0.9563,0.7859,0.8425,0.8568,1.0
3981,410490,202507,0.9741,0.7054,0.8236,0.8317,0.6
3982,410500,202507,0.9402,0.8298,0.9002,0.8926,1.0
3983,410510,202507,0.9656,0.8773,0.9064,0.9139,1.0
3984,410520,202507,0.9518,0.8591,0.8801,0.8928,0.6
3985,410530,202507,0.9675,0.8753,0.8412,0.8813,0.1
3986,410540,202507,0.9408,0.9274,0.8136,0.8739,1.0
3987,410550,202507,0.9638,0.942,0.8408,0.8969,0.8
3988,410560,202507,0.9494,0.9533,0.784,0.8677,1.0
3989,410570,202507,0.9084,0.8957,0.8609,0.8815,1.0
3990,410580,202507,0.9969,0.8026,0.8664,0.8831,0.6
3991,410590,202507,0.9334,0.9868,0.8626,0.9114,1.0
3992,410600,202507,0.9459,0.873,0.9159,0.9127,0.1
3993,410610,202507,0.9843,0.9152,0.8706,0.9102,0.1
3994,410620,202507,0.9669,0.8828,0.8783,0.9016,0.4
3995,410630,202507,0.9848,0.9408,0.8493,0.9061,1.0
3996,410640,202507,0.9581,0.7065,0.9313,0.8818,0.6
3997,410645,202507,0.9137,0.9155,0.802,0.8583,1.0
3998,410650,202507,0.9011,0.8577,0.9152,0.8973,1.0
3999,410655,202507,0.996,0.8931,0.9186,0.9316,0.1
4000,410657,202507,0.9848,0.7897,0.892,0.8896,1.0
4001,410660,202507,0.9963,0.8396,0.8222,0.8701,1.0
4002,410670,202507,0.9389,0.7835,0.8819,0.8716,1.0
4003,410680,202507,0.9972,0.9198,0.8847,0.9216,0.1
4004,410685,202507,0.9905,0.9876,0.8529,0.921,0.1
4005,410690,202507,0.9184,0.9084,0.8023,0.8579,0.6
4006,410700,202507,0.9681,0.884,0.8836,0.9048,0.1
4007,410710,202507,0.991,0.9332,0.8503,0.9062,1.0
4008,410712,202507,0.9783,0.9122,0.9214,0.9333,1.0
4009,410715,202507,0.9564,0.9385,0.8529,0.9002,1.0
4010,410720,202507,0.9564,0.8732,0.9135,0.9142,1.0
4011,410725,202507,0.9872,0.9197,0.8055,0.8795,1.0
4012,410730,202507,0.9533,0.9147,0.8273,0.8807,1.0
4013,410740,202507,0.9106,0.8863,0.9114,0.9049,1.0
4014,410750,202507,0.9744,0.8847,0.8732,0.9014,0.4
4015,410752,202507,0.9783,0.8325,0.8596,0.8825,1.0
4016,410753,202507,0.9412,0.9075,0.9172,0.9208,1.0
4017,410754,202507,0.9753,0.8974,0.9106,0.9235,0.1
4018,410755,202507,10.0,0.9758,0.8869,0.9374,1.0
4019,410760,202507,0.9902,0.8466,0.9164,0.9174,1.0
4020,410765,202507,0.9609,0.83,0.8469,0.8712,0.8
4021,410770,202507,0.9909,0.9419,0.9165,0.9415,1.0
4022,410773,202507,0.9919,0.9673,0.8135,0.8966,1.0
4023,410775,202507,0.9586,0.9267,0.8682,0.9054,1.0
4024,410780,202507,0.9674,0.8179,0.9198,0.9062,0.1
4025,410785,202507,0.9731,0.9754,0.9381,0.9562,1.0
4026,410790,202507,0.9288,0.7618,0.9056,0.8755,1.0
4027,410800,202507,0.9602,0.8427,0.9204,0.9109,1.0
4028,410810,202507,0.8923,0.6799,0.9094,0.8478,1.0
4029,410820,202507,0.9879,0.8361,0.8243,0.8682,1.0
4030,410830,202507,0.913,0.7665,0.8342,0.837,1.0
4031,410832,202507,0.9709,0.8105,0.8418,0.8663,1.0
4032,410840,202507,0.961,0.8194,0.8687,0.8795,0.8
4033,410845,202507,0.9741,0.9116,0.8764,0.9096,1.0
4034,410850,202507,0.949,0.8712,0.902,0.9061,1.0
4035,410855,202507,0.9848,0.946,0.939,0.9522,1.0
4036,410860,202507,0.9681,0.9805,0.8698,0.9221,1.0
4037,410865,202507,0.9491,0.9017,0.8557,0.8906,1.0
4038,410870,202507,0.9911,0.9108,0.8907,0.9208,1.0
4039,410880,202507,0.9208,1.0,0.8589,0.9097,1.0
4040,410890,202507,0.959,0.9895,0.8198,0.897,1.0
4041,410895,202507,0.9965,0.9432,0.8913,0.9306,1.0
4042,410900,202507,0.9967,0.7607,0.9216,0.9002,0.1
4043,410910,202507,0.9669,0.8849,0.8813,0.9036,1.0
4044,410920,202507,0.9821,0.8741,0.8822,0.9052,1.0
4045,410930,202507,0.9712,0.9146,0.8319,0.8874,0.1
4046,410940,202507,0.96,0.7592,0.879,0.8693,0.8
4047,410950,202507,0.9195,0.8837,0.8571,0.8794,0.1
4048,410960,202507,0.9516,0.6376,0.8648,0.8297,0.8
4049,410965,202507,0.9254,0.9019,0.8247,0.8692,1.0
4050,410970,202507,0.9789,0.7935,0.8589,0.8726,1.0
4051,410975,202507,0.9625,0.6779,0.9088,0.8645,1.0
4052,410980,202507,0.9522,0.8967,0.9004,0.9124,0.8
4053,410990,202507,0.9693,0.717,0.9189,0.881,1.0
4054,411000,202507,0.9544,0.8874,0.9193,0.9201,1.0
4055,411005,202507,0.9821,0.9028,0.9617,0.9521,1.0
4056,411007,202507,0.9407,0.6851,0.8364,0.8247,1.0
4057,411010,202507,0.9706,0.9163,0.8329,0.8882,0.1
4058,411020,202507,0.9918,0.8556,0.8843,0.904,1.0
4059,411030,202507,0.995,0.9229,0.9117,0.9353,1.0
4060,411040,202507,0.9147,0.9901,0.8654,0.9089,1.0
4061,411050,202507,0.9949,0.9232,0.8153,0.8872,1.0
4062,411060,202507,0.9511,0.8979,0.9084,0.9165,1.0
4063,411065,202507,0.9612,0.9677,0.9057,0.9351,1.0
4064,411070,202507,0.9982,0.6782,0.853,0.8456,0.8
4065,411080,202507,0.9812,0.8363,0.8827,0.8957,1.0
4066,411090,202507,0.989,0.8905,0.9429,0.9413,1.0
4067,411095,202507,0.9917,0.8916,0.9405,0.9411,0.1
4068,411100,202507,0.984,0.8335,0.9104,0.9096,1.0
4069,411110,202507,10.0,0.7097,0.8514,0.8531,0.1
4070,411120,202507,0.9524,0.8795,0.817,0.8665,1.0
4071,411125,202507,0.986,0.8236,0.8325,0.8687,0.8
4072,411130,202507,0.9676,0.9288,0.9192,0.9337,1.0
4073,411140,202507,0.9753,0.9239,0.8629,0.9063,0.6
4074,411150,202507,0.995,0.8982,0.8679,0.9073,1.0
4075,411155,202507,0.9976,0.916,0.9081,0.9325,0.1
4076,411160,202507,0.938,0.9154,0.6996,0.8132,1.0
4077,411170,202507,0.9844,0.9977,0.8949,0.943,0.1
4078,411180,202507,0.9618,0.9026,0.9853,0.9588,0.8
4079,411190,202507,0.9304,0.9001,0.8427,0.879,1.0
4080,411200,202507,0.9706,0.7951,0.8484,0.8656,1.0
4081,411210,202507,0.9556,0.7589,0.8656,0.8614,0.1
4082,411220,202507,0.9891,0.9002,0.8929,0.9188,0.1
4083,411230,202507,0.9648,0.8784,0.8426,0.8821,0.1
4084,411240,202507,0.977,0.8687,0.8923,0.9076,1.0
4085,411250,202507,0.9935,0.9055,0.8801,0.9148,1.0
4086,411260,202507,0.98,0.9854,0.9231,0.9529,1.0
4087,411270,202507,0.9448,0.7276,0.9097,0.873,1.0
4088,411275,202507,0.9551,0.8251,0.8722,0.8812,1.0
4089,411280,202507,0.9504,0.7766,0.8308,0.8472,0.1
4090,411290,202507,0.9788,0.8003,0.9275,0.9085,1.0
4091,411295,202507,0.9894,0.9366,0.8723,0.9177,1.0
4092,411300,202507,0.9658,0.9488,0.9125,0.9349,0.1
4093,411310,202507,0.997,0.9611,0.8361,0.9076,1.0
4094,411320,202507,0.9791,0.748,0.8937,0.8786,0.6
4095,411325,202507,0.9646,0.9381,0.9203,0.9358,1.0
4096,411330,202507,0.9892,0.9251,0.8446,0.9009,0.1
4097,411340,202507,0.9881,0.9452,0.8844,0.9255,1.0
4098,411342,202507,0.9853,0.8956,0.9316,0.936,1.0
4099,411345,202507,0.9643,0.8793,0.9041,0.913,0.1
4100,411350,202507,0.9682,0.7646,0.8537,0.8601,1.0
4101,411360,202507,0.9512,0.9375,0.9306,0.9375,1.0
4102,411370,202507,0.9621,0.8822,0.8462,0.8842,0.8
4103,411373,202507,0.9932,0.9811,0.8904,0.9388,1.0
4104,411375,202507,0.9894,0.9378,0.7601,0.8619,1.0
4105,411380,202507,0.9816,0.8428,0.8551,0.8837,1.0
4106,411390,202507,0.9984,0.8845,0.8592,0.9003,0.1
4107,411400,202507,0.9867,0.9509,0.8634,0.9161,1.0
4108,411410,202507,0.9464,0.7136,0.8434,0.8367,1.0
4109,411420,202507,0.9561,0.8199,0.8481,0.8681,1.0
4110,411430,202507,0.9413,0.6662,0.841,0.8224,1.0
4111,411435,202507,0.9612,0.8861,0.8469,0.8853,1.0
4112,411440,202507,0.9928,0.8903,0.8721,0.9068,0.4
4113,411450,202507,0.9655,0.7872,0.8401,0.8582,1.0
4114,411460,202507,0.9592,0.8078,0.8316,0.8576,0.6
4115,411470,202507,0.9827,0.9573,0.9242,0.9471,1.0
4116,411480,202507,0.9797,0.9405,0.8523,0.9062,1.0
4117,411490,202507,0.9518,0.9475,0.9138,0.9317,1.0
4118,411500,202507,0.9604,0.9675,0.8591,0.9115,0.1
4119,411510,202507,0.9369,0.7412,0.9521,0.8956,1.0
4120,411520,202507,0.9809,0.9029,0.8576,0.8998,1.0
4121,411530,202507,0.9664,0.9435,0.8673,0.9111,1.0
4122,411535,202507,0.9774,0.9439,0.7941,0.8774,1.0
4123,411540,202507,0.9619,0.9547,0.8724,0.9154,0.1
4124,411545,202507,0.9869,0.9337,0.879,0.9197,1.0
4125,411550,202507,0.9906,0.9615,0.8837,0.9299,1.0
4126,411560,202507,0.9914,0.9254,0.8352,0.8968,1.0
4127,411570,202507,0.9402,0.739,0.8265,0.8331,0.6
4128,411573,202507,0.9972,1.0,0.836,0.9173,1.0
4129,411575,202507,0.8204,0.9039,0.8931,0.8776,1.0
4130,411580,202507,0.9947,0.9733,0.8559,0.92,1.0
4131,411585,202507,0.9279,0.8333,0.7981,0.8394,1.0
4132,411590,202507,10.0,0.859,0.8022,0.8659,1.0
4133,411600,202507,10.0,0.8757,0.8675,0.9027,1.0
4134,411605,202507,0.9632,0.8738,0.8663,0.8924,1.0
4135,411610,202507,0.9637,0.8575,0.9027,0.9067,1.0
4136,411620,202507,0.9533,0.6652,0.8158,0.8125,0.6
4137,411630,202507,0.9708,0.9745,0.9075,0.9401,1.0
4138,411640,202507,0.9375,0.9174,0.9493,0.9384,1.0
4139,411650,202507,10.0,0.9316,0.8455,0.9057,1.0
4140,411660,202507,0.9397,0.9406,0.8908,0.9155,1.0
4141,411670,202507,0.9679,0.9248,0.8584,0.9024,1.0
4142,411680,202507,0.9789,0.8939,0.8009,0.8687,1.0
4143,411690,202507,0.9564,0.8197,0.895,0.8915,0.8
4144,411695,202507,0.9662,0.9343,0.9073,0.9288,1.0
4145,411700,202507,0.9682,0.8893,0.9075,0.9181,1.0
4146,411705,202507,0.9398,0.9599,0.8548,0.9023,1.0
4147,411710,202507,0.9611,0.7537,0.8869,0.8722,0.1
4148,411720,202507,0.9806,0.8622,0.8343,0.8779,1.0
4149,411721,202507,0.9713,0.9414,0.9019,0.9291,1.0
4150,411722,202507,0.9386,0.7296,0.8432,0.8387,0.1
4151,411725,202507,0.6495,0.8586,0.8852,0.8196,1.0
4152,411727,202507,0.9864,0.9937,0.9104,0.9502,1.0
4153,411729,202507,0.9878,0.9532,0.9357,0.9531,0.1
4154,411730,202507,0.9655,0.757,0.8967,0.879,0.4
4155,411740,202507,0.9,0.9231,0.9057,0.9086,1.0
4156,411745,202507,0.9808,0.8725,0.9086,0.9176,0.4
4157,411750,202507,0.9252,0.6896,0.8366,0.822,0.8
4158,411760,202507,0.9328,0.7827,0.8464,0.8521,1.0
4159,411770,202507,0.9905,0.6961,0.8615,0.8524,1.0
4160,411780,202507,0.9628,0.9125,0.8503,0.894,1.0
4161,411790,202507,0.9404,0.8599,0.8118,0.856,0.1
4162,411800,202507,0.9358,0.8919,0.8682,0.891,1.0
4163,411810,202507,0.9514,0.7859,0.8708,0.8697,0.1
4164,411820,202507,0.9562,0.6976,0.8088,0.8179,1.0
4165,411830,202507,0.9726,0.853,0.8251,0.869,1.0
4166,411840,202507,0.9723,0.8983,0.8532,0.8943,0.8
4167,411845,202507,0.9726,0.843,0.8383,0.8731,1.0
4168,411850,202507,0.9595,0.7928,0.802,0.8391,0.6
4169,411860,202507,0.9703,0.9246,0.8909,0.9192,1.0
4170,411870,202507,0.9834,0.9483,0.9273,0.9466,1.0
4171,411880,202507,0.9832,0.8598,0.89,0.9058,1.0
4172,411885,202507,10.0,0.8159,0.8791,0.8935,1.0
4173,411890,202507,0.9446,0.8812,0.8552,0.8841,1.0
4174,411900,202507,0.9839,0.6723,0.8684,0.8483,1.0
4175,411910,202507,0.9847,0.9697,0.8155,0.8964,0.1
4176,411915,202507,0.9938,0.8715,0.8514,0.892,0.6
4177,411920,202507,0.9793,0.839,0.8618,0.8855,1.0
4178,411925,202507,0.9657,0.8318,0.9051,0.9019,1.0
4179,411930,202507,0.9666,0.8414,0.9414,0.9227,0.6
4180,411940,202507,0.9744,0.7663,0.89,0.8802,0.1
4181,411950,202507,0.9192,0.7789,0.8575,0.8533,1.0
4182,411960,202507,0.964,0.8876,0.8847,0.9053,0.8
4183,411965,202507,0.981,0.7599,0.8932,0.8818,1.0
4184,411970,202507,0.9749,0.7998,0.9234,0.9054,1.0
4185,411980,202507,0.9403,0.872,0.888,0.8971,1.0
4186,411990,202507,0.9652,0.7172,0.8492,0.8452,0.6
4187,411995,202507,0.9403,0.6202,0.8351,0.8077,1.0
4188,412000,202507,0.9603,0.8503,0.8797,0.8925,0.1
4189,412010,202507,0.9857,0.9385,0.9057,0.9339,1.0
4190,412015,202507,0.9857,0.9151,0.8363,0.8934,1.0
4191,412020,202507,0.9765,0.8804,0.8669,0.8977,1.0
4192,412030,202507,0.9693,0.9592,0.9184,0.9413,1.0
4193,412033,202507,0.954,0.8647,0.8671,0.8882,0.1
4194,412035,202507,10.0,0.9688,0.8535,0.919,1.0
4195,412040,202507,0.966,0.7726,0.9027,0.886,1.0
4196,412050,202507,0.9,0.8354,0.9003,0.884,1.0
4197,412060,202507,0.9926,0.8611,0.8305,0.8787,0.8
4198,412065,202507,0.8938,0.9469,0.8802,0.9003,0.1
4199,412070,202507,0.9648,0.8566,0.8475,0.8791,0.1
4200,412080,202507,0.9352,0.902,0.8654,0.892,0.4
4201,412085,202507,0.9254,0.8559,0.8972,0.8939,1.0
4202,412090,202507,0.9743,0.8469,0.864,0.8873,0.8
4203,412100,202507,0.9518,0.6881,0.8819,0.8509,0.1
4204,412110,202507,0.9671,0.9754,0.8555,0.9134,1.0
4205,412120,202507,0.975,0.9222,0.8749,0.9118,1.0
4206,412125,202507,0.964,0.8837,0.8529,0.8884,1.0
4207,412130,202507,0.9524,0.9423,0.8996,0.9235,1.0
4208,412135,202507,0.96,0.9135,0.8988,0.9178,0.1
4209,412140,202507,0.9547,0.8859,0.8267,0.8735,1.0
4210,412150,202507,0.9985,0.9091,0.9179,0.9359,0.6
4211,412160,202507,0.9735,0.8483,0.8591,0.885,1.0
4212,412170,202507,0.9643,0.8692,0.8751,0.8959,0.4
4213,412175,202507,0.9414,0.8852,0.8952,0.9043,1.0
4214,412180,202507,0.9613,0.8156,0.8598,0.8741,0.1
4215,412190,202507,0.9861,0.7586,0.8773,0.8748,1.0
4216,412200,202507,0.9948,0.9031,0.8093,0.8791,1.0
4217,412210,202507,10.0,0.8841,0.9008,0.9214,1.0
4218,412215,202507,0.9698,0.9316,0.9351,0.9429,0.6
4219,412217,202507,0.9817,0.8654,0.9295,0.9265,1.0
