,codigo_ibge,anomes_s,tx_acomp_freq_escol_f,tx_acomp_agenda_saude_f,tx_atual_cad_f,igdm_f,igd_pbf_fator_redutor_conforme_saldo_f
13947,314830,202505,0.9101,0.9144,0.9177,915.0,
13948,314840,202505,913.0,0.9478,887.0,0.9087,
13949,314850,202505,0.8187,0.9136,0.9454,0.9058,
13950,314860,202505,0.8365,0.9426,0.8979,0.8937,
13951,314870,202505,0.5852,0.8921,0.9055,0.8221,
13952,314875,202505,0.8762,0.8974,0.8604,0.8736,
13953,314880,202505,0.9815,0.9088,0.9184,0.9318,
13954,314890,202505,0.8934,0.9705,0.8444,0.0,
13955,314900,202505,0.9738,0.9084,0.9451,0.9431,
13956,314910,202505,0.9549,0.9305,0.8679,0.9053,
13957,314915,202505,0.8566,913.0,0.9154,0.9001,
13958,314920,202505,0.8662,0.9747,0.8814,0.9009,
13959,314930,202505,0.6969,0.6397,0.8053,0.7368,
13960,314940,202505,0.9404,0.9415,0.8248,0.8829,
13961,314950,202505,0.9536,0.9982,0.8995,0.9377,
13962,314960,202505,0.8289,0.6247,0.8679,0.7974,
13963,314970,202505,0.8369,0.8985,0.8768,0.8723,
13964,314980,202505,0.8481,0.8305,0.9038,0.8716,
13965,314990,202505,0.9241,0.6437,0.7958,0.7899,
13966,314995,202505,0.9109,0.9244,0.8523,0.0,
13967,315000,202505,0.8761,0.8654,847.0,0.8589,
13968,315010,202505,0.9535,0.9681,0.8568,0.0,
13969,315015,202505,0.8793,0.9192,0.8362,0.8677,
13970,315020,202505,0.9282,0.8316,0.9336,0.9068,
13971,315030,202505,955.0,0.9649,0.8551,0.9075,
13972,315040,202505,0.8922,0.9742,914.0,0.9236,
13973,315050,202505,0.9191,864.0,0.6584,775.0,
13974,315053,202505,861.0,0.9413,0.9145,0.9078,
13975,315057,202505,0.9465,0.9104,0.9016,915.0,
13976,315060,202505,0.9094,0.9319,0.8125,0.8666,
13977,315070,202505,767.0,0.9555,0.8627,862.0,
13978,315080,202505,0.9365,0.9244,0.9113,0.9209,
13979,315090,202505,0.7321,0.9745,0.8638,0.8586,
13980,315100,202505,0.7594,954.0,0.8507,0.8537,
13981,315110,202505,0.8271,806.0,0.9647,0.8906,
13982,315120,202505,0.8084,0.9196,0.8647,0.8644,
13983,315130,202505,0.8385,0.8966,0.8386,0.8531,
13984,315140,202505,0.7666,0.8968,0.87,0.8509,
13985,315150,202505,0.8571,942.0,834.0,0.8668,
13986,315160,202505,0.77,0.7199,0.8744,0.8097,
13987,315170,202505,0.8097,0.9729,0.8345,0.8629,
13988,315180,202505,0.8546,0.8125,0.8479,0.8407,
13989,315190,202505,0.8686,0.9305,0.8883,0.8939,
13990,315200,202505,0.8085,0.7213,0.8365,0.8007,
13991,315210,202505,0.8526,0.7866,0.8165,0.8181,
13992,315213,202505,0.8901,0.9046,0.8421,0.8697,
13993,315217,202505,0.8868,0.9686,0.9497,0.9387,
13994,315220,202505,877.0,0.9229,0.9245,0.9122,
13995,315230,202505,0.9244,924.0,0.9362,0.9302,
13996,315240,202505,0.8521,863.0,852.0,0.8548,
13997,315250,202505,0.7892,0.8193,0.8436,0.8239,
13998,315260,202505,0.9777,0.8774,0.7932,0.8604,
13999,315270,202505,0.7846,0.9819,905.0,0.8941,
14000,315280,202505,0.8648,0.8415,0.8344,0.8438,
14001,315290,202505,811.0,0.9429,0.8303,0.8536,
14002,315300,202505,0.8584,899.0,0.7728,0.8258,
14003,315310,202505,0.8974,0.8358,0.8976,0.8821,
14004,315320,202505,0.9604,0.9558,0.8412,0.8997,
14005,315330,202505,0.9948,0.9481,0.8192,0.8953,
14006,315340,202505,0.9271,0.8864,0.8665,0.8866,
14007,315350,202505,0.8978,0.9407,896.0,0.9076,
14008,315360,202505,0.8603,0.8835,0.8698,0.8709,
14009,315370,202505,0.9031,0.9604,0.8024,0.8671,
14010,315380,202505,0.8939,0.9063,0.9367,0.9184,
14011,315390,202505,947.0,0.6907,0.7974,0.8081,
14012,315400,202505,0.8373,0.8669,0.8464,0.8493,
14013,315410,202505,0.9462,0.8818,0.8794,0.8967,
14014,315415,202505,0.8172,0.6543,0.8552,0.7955,
14015,315420,202505,0.9829,0.9461,0.8135,889.0,
14016,315430,202505,0.8569,0.8757,868.0,0.8672,
14017,315440,202505,0.6943,0.9637,0.8162,0.8226,
14018,315445,202505,0.7571,0.8612,0.8909,0.85,
14019,315450,202505,0.8017,0.8087,0.8852,0.8452,
14020,315460,202505,0.9026,0.6503,0.8326,0.8045,
14021,315470,202505,0.8277,0.7107,0.8564,0.8128,
14022,315480,202505,0.6884,0.7627,0.8364,781.0,
14023,315490,202505,905.0,0.8699,0.89,0.8887,
14024,315500,202505,0.9685,0.9865,0.9621,0.9698,
14025,315510,202505,0.6725,0.9412,0.9352,871.0,
14026,315520,202505,0.8894,0.8746,0.9282,0.9051,
14027,315530,202505,0.8188,0.9543,878.0,0.8823,
14028,315540,202505,952.0,0.9014,0.8458,0.8863,
14029,315550,202505,0.9116,0.8805,0.8368,0.8664,
14030,315560,202505,0.7898,0.9227,0.8777,867.0,
14031,315570,202505,0.9004,919.0,0.8899,0.8998,
14032,315580,202505,0.9329,0.8864,0.9057,0.9077,
14033,315590,202505,0.9425,906.0,0.9324,0.9283,
14034,315600,202505,0.9977,0.9284,0.8939,0.9285,
14035,315610,202505,0.8315,0.9785,0.8842,0.8946,
14036,315620,202505,0.9124,0.8373,0.8662,0.8705,
14037,315630,202505,0.8705,0.8979,0.8838,884.0,
14038,315640,202505,0.9231,0.9718,836.0,0.8917,
14039,315645,202505,0.8911,0.8895,0.9012,0.8958,
14040,315650,202505,0.7497,849.0,0.9509,0.8751,
14041,315660,202505,0.9431,0.7517,0.9197,0.8836,
14042,315670,202505,0.7713,0.6869,0.7968,763.0,
14043,315680,202505,0.8832,863.0,0.8699,0.8715,
14044,315690,202505,0.9064,0.9085,0.8403,0.8739,
14045,315700,202505,0.8593,0.8416,0.8859,0.8682,
14046,315710,202505,835.0,0.8978,0.8509,0.8587,
14047,315720,202505,693.0,0.9505,0.9124,0.8671,
14048,315725,202505,0.8501,0.9248,0.8965,892.0,
14049,315727,202505,0.8241,0.9076,0.8904,0.8781,
14050,315730,202505,0.9828,0.8647,0.8542,889.0,
14051,315733,202505,0.3697,0.9115,0.8267,0.7337,
14052,315737,202505,0.9639,0.9406,0.8836,0.9179,
14053,315740,202505,0.8977,0.9153,827.0,0.8668,
14054,315750,202505,0.7453,0.9262,0.8163,826.0,
14055,315760,202505,0.8941,0.8917,0.7937,0.0,
14056,315765,202505,797.0,0.8897,0.9116,0.8775,
14057,315770,202505,0.7029,0.8359,0.8249,0.7972,
14058,315780,202505,0.7206,0.8536,0.8339,0.8105,
14059,315790,202505,0.9754,0.9015,0.9131,0.9258,
14060,315800,202505,0.9047,0.9345,0.8991,0.9094,
14061,315810,202505,0.8217,0.6594,0.9152,0.8279,
14062,315820,202505,0.8643,0.9198,0.8629,0.0,
14063,315830,202505,0.8458,0.9318,0.8906,0.8897,
14064,315840,202505,0.9331,0.9497,0.8489,0.8952,
14065,315850,202505,0.8445,0.9071,0.8602,868.0,
14066,315860,202505,0.8783,0.9565,0.9378,0.9276,
14067,315870,202505,0.9366,0.9417,0.8494,0.8943,
14068,315880,202505,0.9048,0.91,0.8856,0.8965,
14069,315890,202505,0.5714,0.8289,0.7948,0.7475,
14070,315895,202505,0.8402,0.9699,0.8674,0.8862,
14071,315900,202505,0.8476,0.8291,0.8542,0.8463,
14072,315910,202505,0.9375,0.9649,0.8993,0.9253,
14073,315920,202505,0.7925,0.9064,0.8625,856.0,
14074,315930,202505,928.0,0.9589,0.8577,0.9006,
14075,315935,202505,0.8906,0.9261,0.8557,882.0,
14076,315940,202505,0.7805,0.9906,875.0,0.8803,
14077,315950,202505,0.7402,0.9697,0.8585,0.8567,
14078,315960,202505,0.8083,0.9014,0.8039,0.8294,
14079,315970,202505,684.0,0.9583,0.8514,0.8363,
14080,315980,202505,0.9694,0.7465,0.8571,0.8575,
14081,315990,202505,0.8782,0.9123,857.0,0.8761,
14082,316000,202505,0.9061,0.8294,0.8452,0.8565,
14083,316010,202505,0.8858,0.9002,0.8201,0.8566,
14084,316020,202505,0.9979,0.9274,0.8787,0.9207,
14085,316030,202505,0.8173,0.9264,0.9209,0.8964,
14086,316040,202505,0.8477,0.9468,0.8665,0.8819,
14087,316045,202505,0.7554,0.8438,0.9269,0.8633,
14088,316050,202505,0.9635,0.8969,0.9939,0.0,
14089,316060,202505,0.9129,0.8507,0.8159,0.8489,
14090,316070,202505,0.9336,0.8756,0.8665,0.8856,
14091,316080,202505,0.8913,0.8839,0.9198,0.9037,
14092,316090,202505,0.8362,0.9385,0.8086,848.0,
14093,316095,202505,0.8757,0.8629,0.8189,0.8441,
14094,316100,202505,0.9608,0.9728,902.0,0.9344,
14095,316105,202505,0.9324,0.9675,904.0,927.0,
14096,316110,202505,0.8237,0.9199,0.8994,0.8856,
14097,316120,202505,0.8619,0.9475,0.9229,0.9138,
14098,316130,202505,0.8416,889.0,0.8452,0.8553,
14099,316140,202505,0.9536,0.9468,0.9146,0.9324,
14100,316150,202505,0.8564,0.6767,0.9247,0.8456,
14101,316160,202505,0.9116,0.7936,0.8439,0.8483,
14102,316165,202505,0.8294,0.9055,0.8367,0.8521,
14103,316170,202505,0.7934,0.8987,0.8305,0.8383,
14104,316180,202505,0.7956,907.0,0.8728,0.8621,
14105,316190,202505,0.9063,818.0,0.8363,0.8492,
14106,316200,202505,0.8893,809.0,0.9015,0.8753,
14107,316210,202505,0.9365,709.0,0.8482,0.8355,
14108,316220,202505,0.8932,0.9429,0.8488,0.8834,
14109,316225,202505,0.9508,0.9855,0.9407,0.9544,
14110,316230,202505,0.8481,0.9658,0.8858,0.8964,
14111,316240,202505,0.8813,0.9469,0.8385,0.8763,
14112,316245,202505,0.8371,0.9198,848.0,0.8632,
14113,316250,202505,0.7357,0.6995,0.8062,0.7619,
14114,316255,202505,0.6964,0.8556,0.8136,0.7948,
14115,316257,202505,0.6186,0.8262,0.9084,0.8154,
14116,316260,202505,0.7558,0.8635,0.8095,0.8096,
14117,316265,202505,0.9167,0.9821,0.9554,0.9524,
14118,316270,202505,0.8986,0.94,0.9001,0.9097,
14119,316280,202505,0.7261,0.9788,0.7798,0.8161,
14120,316290,202505,0.9485,0.9183,0.8918,0.9126,
14121,316292,202505,0.7299,0.7902,0.8568,0.8084,
14122,316294,202505,0.8267,0.9969,0.8464,0.8791,
14123,316295,202505,0.8582,0.8611,0.8223,841.0,
14124,316300,202505,0.8325,0.8947,0.8742,0.8689,
14125,316310,202505,0.9763,0.8607,0.8453,0.8819,
14126,316320,202505,0.8746,0.9536,892.0,0.9031,
14127,316330,202505,0.8844,0.9057,0.8763,0.8857,
14128,316340,202505,0.9939,0.8667,0.8991,0.9147,
14129,316350,202505,0.8818,0.9685,0.7377,0.8314,
14130,316360,202505,0.8845,0.7538,0.8993,0.8592,
14131,316370,202505,0.9444,0.8664,0.9013,0.9034,
14132,316380,202505,0.7913,952.0,0.9049,0.8883,
14133,316390,202505,0.9529,0.9742,0.8208,0.8922,
14134,316400,202505,0.9044,0.8628,0.7994,0.8415,
14135,316410,202505,0.7842,0.7927,0.8639,0.8262,
14136,316420,202505,0.7688,0.8338,0.9136,0.8575,
14137,316430,202505,0.7925,0.7691,0.8455,0.8132,
14138,316440,202505,0.9471,0.8914,0.7793,0.8493,
14139,316443,202505,0.9177,0.9694,0.8495,0.8965,
14140,316447,202505,0.8101,0.8877,0.8299,0.8394,
14141,316450,202505,872.0,0.8764,0.9186,0.8964,
14142,316460,202505,0.9289,0.9064,0.8157,0.8667,
14143,316470,202505,0.9955,0.8835,826.0,0.8828,
14144,316480,202505,973.0,0.8765,0.9126,0.9187,
14145,316490,202505,0.8782,0.8788,0.8,0.8393,
14146,316500,202505,0.8652,0.9147,0.9058,0.8979,
14147,316510,202505,0.9293,0.8104,0.8243,0.8471,
14148,316520,202505,0.9684,0.9374,0.8179,0.8854,
14149,316530,202505,0.9401,0.8892,0.8857,0.9002,
14150,316540,202505,867.0,0.8793,0.9213,0.8972,
14151,316550,202505,0.8426,811.0,0.8671,847.0,
14152,316553,202505,0.8178,0.9596,0.8795,0.8841,
14153,316555,202505,0.8561,938.0,0.9652,0.9311,
14154,316556,202505,0.9268,0.9976,886.0,0.9241,
14155,316557,202505,0.8524,801.0,0.8542,0.8405,
14156,316560,202505,0.9297,952.0,0.8508,0.8958,
14157,316570,202505,0.9178,0.9812,0.8817,0.9156,
14158,316580,202505,0.8846,0.7471,0.8353,0.8256,
14159,316590,202505,1.0,0.9525,0.8868,0.9315,
14160,316600,202505,0.9164,0.9571,0.8144,0.8756,
14161,316610,202505,0.9719,0.9364,0.8115,0.8828,
14162,316620,202505,0.8086,0.9907,0.8548,0.8772,
14163,316630,202505,0.9043,0.9495,906.0,0.9165,
14164,316640,202505,1.0,0.9728,0.8902,0.9383,
14165,316650,202505,992.0,0.9164,0.8792,0.9167,
14166,316660,202505,0.7857,0.6226,0.65,0.6771,
14167,316670,202505,807.0,0.9271,0.9528,0.9099,
14168,316680,202505,0.9147,0.8503,0.8834,883.0,
14169,316690,202505,0.8069,0.8169,801.0,0.8065,
14170,316695,202505,0.9177,0.9455,0.9701,0.9509,
14171,316700,202505,951.0,0.9087,0.8846,0.9072,
14172,316710,202505,0.9952,0.9372,0.83,0.8981,
14173,316720,202505,0.8881,0.8331,0.8471,0.8539,
14174,316730,202505,0.9736,0.9554,0.9056,0.9351,
14175,316740,202505,0.9259,0.9718,0.9261,0.9375,
14176,316750,202505,0.8937,926.0,0.9133,0.9116,
14177,316760,202505,0.7767,0.9449,0.8196,0.8402,
14178,316770,202505,0.7188,874.0,0.8308,0.8136,
14179,316780,202505,0.9968,0.9507,0.8545,0.9141,
14180,316790,202505,0.7241,0.9964,0.8791,0.8697,
14181,316800,202505,0.8591,0.8708,0.8782,0.8716,
14182,316805,202505,0.8595,0.6939,855.0,0.8159,
14183,316810,202505,0.9345,0.7877,0.8118,0.8365,
14184,316820,202505,0.8503,0.9754,0.9545,0.9337,
14185,316830,202505,0.8741,0.8919,0.8545,0.8688,
14186,316840,202505,0.7894,0.8797,0.8594,847.0,
14187,316850,202505,0.7683,0.9056,0.8913,0.8641,
14188,316860,202505,0.7432,0.8367,0.8496,0.8198,
14189,316870,202505,0.7272,0.9083,0.8316,0.8247,
14190,316880,202505,847.0,0.8085,0.8913,0.8595,
14191,316890,202505,707.0,783.0,0.8932,0.8191,
14192,316900,202505,0.9584,0.8731,0.9162,916.0,
14193,316905,202505,1.0,0.9513,798.0,0.8868,
14194,316910,202505,0.9167,0.8979,0.8768,0.8921,
14195,316920,202505,0.9304,0.9342,0.9289,0.9306,
14196,316930,202505,0.9513,0.8915,0.8134,0.8674,
14197,316935,202505,0.8033,0.7461,0.8669,0.8208,
14198,316940,202505,0.9003,876.0,0.8424,0.8653,
14199,316950,202505,0.8359,0.8638,0.8746,0.8622,
14200,316960,202505,0.9231,0.9253,0.8601,0.8922,
14201,316970,202505,0.9969,0.8425,0.9139,0.9168,
14202,316980,202505,0.8606,0.9531,0.7982,0.8525,
14203,316990,202505,0.8799,0.9351,0.8869,0.8972,
14204,317000,202505,0.6522,937.0,0.9151,0.8549,
14205,317005,202505,0.7773,0.9374,0.8321,0.8447,
14206,317010,202505,0.7877,0.8176,0.8166,0.8096,
14207,317020,202505,0.9877,0.8135,0.7936,0.8471,
14208,317030,202505,0.8917,0.8718,0.8632,0.8725,
14209,317040,202505,769.0,0.9074,0.7771,0.8077,
14210,317043,202505,708.0,0.8773,0.8817,0.8372,
14211,317047,202505,0.7815,0.9368,0.8774,0.0,
14212,317050,202505,0.8778,833.0,0.8619,0.8587,
14213,317052,202505,0.8262,0.8829,0.8989,0.8767,
14214,317057,202505,841.0,871.0,0.9048,0.8804,
14215,317060,202505,0.8974,865.0,0.7962,0.8387,
14216,317065,202505,0.8364,0.8254,0.9156,0.8733,
14217,317070,202505,0.9152,0.8753,798.0,0.8466,
14218,317075,202505,839.0,0.7797,0.8982,0.8538,
14219,317080,202505,0.8869,0.9547,856.0,0.8884,
14220,317090,202505,0.8834,0.9468,0.9026,0.9089,
14221,317100,202505,0.7971,0.8079,0.8385,0.8205,
14222,317103,202505,0.6613,0.9139,0.9062,0.8469,
14223,317107,202505,0.9963,0.7946,0.8936,0.8945,
14224,317110,202505,0.7717,0.8856,0.9156,0.8721,
14225,317115,202505,0.9291,0.9222,0.8757,0.9007,
14226,317120,202505,897.0,0.4094,0.8318,0.7425,
14227,317130,202505,0.8119,0.8847,0.8421,0.8452,
14228,317140,202505,0.9169,0.9197,0.8839,0.9011,
14229,317150,202505,0.6654,0.9317,896.0,0.8473,
14230,317160,202505,0.8064,0.9189,0.9022,0.8824,
14231,317170,202505,0.9847,0.8424,0.9018,0.9077,
14232,317180,202505,0.8989,0.9406,0.8383,879.0,
14233,317190,202505,0.8531,0.9591,0.8903,0.8982,
14234,317200,202505,0.8659,0.8496,0.8414,0.8496,
14235,317210,202505,856.0,0.7175,0.8173,802.0,
14236,317220,202505,809.0,0.8794,0.8289,0.0,
14237,320010,202505,0.9956,0.9319,0.8327,0.8982,
14238,320013,202505,0.8628,0.9414,0.8108,0.0,
14239,320016,202505,0.8003,0.9222,0.9018,0.8815,
14240,320020,202505,0.9786,0.9669,0.8818,0.9273,
14241,320030,202505,0.9067,0.9431,0.8458,0.8854,
14242,320035,202505,0.8789,0.8957,0.8423,0.8648,
14243,320040,202505,0.7785,0.8499,0.8467,0.8305,
14244,320050,202505,0.8929,0.9147,0.9177,0.9108,
14245,320060,202505,945.0,0.8865,0.8724,0.8941,
14246,320070,202505,0.6527,0.9181,0.8798,0.8326,
14247,320080,202505,0.1643,0.8324,0.8614,0.6799,
14248,320090,202505,0.7587,0.8651,0.8505,0.8312,
14249,320100,202505,783.0,0.9244,842.0,0.8479,
14250,320110,202505,0.8059,0.8391,0.9208,0.0,
14251,320115,202505,0.9893,0.9279,0.7823,0.8705,
14252,320120,202505,0.9922,0.88,0.8547,0.8954,
14253,320130,202505,0.9126,0.7165,0.8647,0.8396,
14254,320140,202505,0.8621,0.8715,0.7918,0.8293,
14255,320150,202505,985.0,0.8975,0.8716,0.9064,
14256,320160,202505,0.8077,0.7316,0.9431,0.8564,
14257,320170,202505,0.9394,0.9426,0.8592,0.9001,
14258,320180,202505,0.8636,0.9126,0.8698,879.0,
14259,320190,202505,0.9472,0.9191,0.8392,0.8862,
14260,320200,202505,0.9787,0.91,0.9019,0.9231,
14261,320210,202505,915.0,0.9328,0.8427,0.8833,
14262,320220,202505,0.8441,0.8497,0.8687,0.0,
14263,320225,202505,0.9863,0.9747,0.8493,0.9149,
14264,320230,202505,0.8933,0.8928,0.8809,887.0,
14265,320240,202505,996.0,0.7127,0.7926,0.8235,
14266,320245,202505,0.7874,0.8909,0.8119,0.8255,
14267,320250,202505,0.8984,0.9812,897.0,0.9184,
14268,320255,202505,0.7861,0.9584,0.8207,0.8465,
14269,320260,202505,0.8677,0.9132,0.8884,0.8894,
14270,320265,202505,0.8038,0.9332,0.8539,0.8612,
14271,320270,202505,0.8441,0.9187,0.8247,0.8531,
14272,320280,202505,0.8781,0.9006,929.0,0.9092,
14273,320290,202505,0.9947,0.9381,0.8231,0.8948,
14274,320300,202505,0.9905,0.8609,831.0,0.8784,
14275,320305,202505,0.83,0.9101,0.8752,0.8726,
14276,320310,202505,0.9459,0.8771,0.8928,0.9022,
14277,320313,202505,0.8129,0.7725,0.8716,0.8322,
14278,320316,202505,0.6635,0.9216,0.8277,0.8101,
14279,320320,202505,0.8952,0.8811,0.7204,0.8043,
14280,320330,202505,0.6833,0.8974,881.0,0.8357,
14281,320332,202505,0.9316,0.9079,0.8579,0.8888,
14282,320334,202505,0.8955,0.8458,0.8239,0.8473,
14283,320335,202505,0.89,895.0,0.7828,0.8377,
14284,320340,202505,0.9897,0.8477,0.9111,0.9149,
14285,320350,202505,0.9264,0.8406,0.9039,0.8937,
14286,320360,202505,0.7559,0.9619,899.0,879.0,
14287,320370,202505,0.8531,0.8999,0.8299,0.8532,
14288,320380,202505,0.9362,0.9019,878.0,0.8985,
14289,320390,202505,0.7524,0.8845,0.86,0.8392,
14290,320400,202505,0.9839,0.9562,0.8653,0.9177,
14291,320405,202505,0.7072,0.9088,0.8769,0.8425,
14292,320410,202505,0.9354,0.8282,867.0,0.8744,
14293,320420,202505,0.8829,0.8324,0.8773,0.8675,
14294,320425,202505,0.7508,0.9033,0.8748,0.8509,
14295,320430,202505,0.9773,0.8936,0.9167,0.9261,
14296,320435,202505,0.9092,0.8729,0.8052,0.0,
14297,320440,202505,0.95,0.8782,0.8253,0.8697,
14298,320450,202505,994.0,0.8685,0.8215,0.8764,
14299,320455,202505,0.9942,0.9085,0.8075,0.8794,
14300,320460,202505,0.9278,0.8782,829.0,866.0,
14301,320465,202505,0.8944,0.8174,0.8886,0.8723,
14302,320470,202505,0.9883,0.9244,0.8483,0.9023,
14303,320480,202505,0.9197,0.7965,0.9086,0.8834,
14304,320490,202505,0.8833,0.7883,858.0,0.8469,
14305,320495,202505,0.9867,0.9338,0.8752,0.9177,
14306,320500,202505,0.9164,723.0,0.8277,0.8237,
14307,320501,202505,0.9879,0.7733,0.7938,0.8372,
14308,320503,202505,0.94,943.0,0.8017,0.8716,
14309,320506,202505,0.9855,0.9422,0.8144,0.0,
14310,320510,202505,0.8888,0.8645,0.8331,0.8549,
14311,320515,202505,0.7771,0.9294,861.0,0.8571,
14312,320517,202505,0.7938,0.9064,863.0,0.0,
14313,320520,202505,0.9176,0.7518,0.8191,0.8269,
14314,320530,202505,0.9136,0.9203,0.8654,0.8912,
14315,330010,202505,0.7961,0.7435,0.8722,821.0,
14316,330015,202505,0.9171,733.0,872.0,0.8485,
14317,330020,202505,0.7509,0.6034,0.8644,0.7708,
14318,330022,202505,0.9095,0.8652,0.8348,0.8611,
14319,330023,202505,0.9277,0.7491,0.8127,0.8256,
14320,330025,202505,0.8405,0.7077,0.8533,0.8137,
14321,330030,202505,0.8213,0.7398,0.8349,0.8077,
14322,330040,202505,0.8378,0.7982,0.8405,0.8293,
14323,330045,202505,0.6419,0.3647,0.8736,0.6885,
14324,330050,202505,0.8527,0.7666,0.8806,0.8451,
14325,330060,202505,0.8142,0.7943,0.8738,839.0,
14326,330070,202505,0.7657,0.4732,0.8442,0.7318,
14327,330080,202505,0.7894,0.7347,0.9086,0.8353,
14328,330090,202505,0.9018,0.7349,0.8827,0.8505,
14329,330093,202505,0.7445,891.0,0.8915,0.8546,
14330,330095,202505,0.9104,0.9826,0.8308,0.0,
14331,330100,202505,0.8934,0.8044,0.8504,0.8497,
14332,330110,202505,0.7103,0.9629,0.8581,0.8474,
14333,330115,202505,0.8506,0.87,0.8836,872.0,
14334,330120,202505,865.0,0.7998,0.8915,862.0,
14335,330130,202505,0.6664,0.7269,0.8626,0.7796,
14336,330140,202505,0.8274,0.8196,892.0,0.8578,
14337,330150,202505,0.8436,893.0,0.8837,876.0,
14338,330160,202505,0.5941,0.8017,0.8902,0.7941,
14339,330170,202505,0.6441,0.5778,0.8562,0.7336,
14340,330180,202505,0.8551,862.0,0.8753,0.8669,
14341,330185,202505,0.7433,694.0,0.8751,0.7969,
14342,330187,202505,0.9173,0.8971,0.9088,908.0,
14343,330190,202505,701.0,843.0,0.8732,0.8226,
14344,330200,202505,0.8607,0.6341,0.8695,0.8085,
14345,330205,202505,0.8374,0.7951,0.8554,0.8358,
14346,330210,202505,653.0,0.9012,0.9828,0.88,
14347,330220,202505,0.7899,0.8582,0.8157,0.8199,
14348,330225,202505,0.9311,746.0,0.8272,0.8329,
14349,330227,202505,0.5036,0.6586,0.8958,0.7385,
14350,330230,202505,0.8362,0.8092,0.9293,876.0,
14351,330240,202505,0.6509,0.6261,0.8506,0.7446,
14352,330245,202505,0.8828,0.9063,0.9397,0.9171,
14353,330250,202505,522.0,0.8582,0.8767,0.7834,
14354,330260,202505,0.7536,0.8563,0.9044,0.8547,
14355,330270,202505,823.0,0.7922,0.9078,0.8577,
14356,330280,202505,0.9133,0.7584,0.8908,0.8633,
14357,330285,202505,0.7493,0.7381,0.8603,802.0,
14358,330290,202505,711.0,0.9077,0.8513,0.8303,
14359,330300,202505,0.8619,0.8659,0.8817,0.8728,
14360,330310,202505,954.0,948.0,0.9128,0.9319,
14361,330320,202505,439.0,0.6435,0.7895,0.6654,
14362,330330,202505,0.6864,0.7594,0.8855,0.8042,
14363,330340,202505,0.8939,0.5982,0.8288,0.7874,
14364,330350,202505,0.5393,0.5141,0.8973,712.0,
14365,330360,202505,778.0,929.0,0.9138,0.8837,
14366,330370,202505,796.0,0.8803,0.8646,0.8514,
14367,330380,202505,0.7463,0.6913,0.8218,0.7703,
14368,330385,202505,0.7456,0.8548,0.8604,0.8303,
14369,330390,202505,0.9459,0.8605,0.8486,0.8759,
14370,330395,202505,0.8119,0.9225,0.8567,862.0,
14371,330400,202505,883.0,0.8139,0.8386,0.8435,
14372,330410,202505,0.7337,806.0,0.9435,0.8567,
14373,330411,202505,0.6245,0.8338,0.8649,797.0,
14374,330412,202505,0.8255,0.8237,868.0,0.8463,
14375,330414,202505,0.5767,0.6057,0.8738,0.7325,
14376,330415,202505,0.8894,0.9013,0.8957,0.8955,
14377,330420,202505,0.7605,0.8788,0.8833,0.8515,
14378,330430,202505,0.9265,0.8476,0.8952,0.8911,
14379,330440,202505,0.8577,0.8494,0.8718,0.8627,
14380,330450,202505,0.7937,0.9328,0.8667,865.0,
14381,330452,202505,755.0,0.5663,0.8335,0.7471,
14382,330455,202505,0.6448,0.9429,0.8555,0.8247,
14383,330460,202505,885.0,0.9072,0.8274,0.8618,
14384,330470,202505,0.8807,727.0,0.8757,0.8398,
14385,330475,202505,0.7407,0.9323,0.8774,0.0,
14386,330480,202505,0.9138,0.7045,0.9152,0.8622,
14387,330490,202505,681.0,0.5878,0.8575,746.0,
14388,330500,202505,0.6751,0.8389,0.9078,0.0,
14389,330510,202505,0.5044,0.5471,0.8355,0.6806,
14390,330513,202505,0.8764,869.0,0.8782,0.8755,
14391,330515,202505,0.8319,0.8871,0.7951,0.8273,
14392,330520,202505,0.6875,0.8402,0.8319,0.7979,
14393,330530,202505,0.6962,0.9598,0.8756,0.8518,
14394,330540,202505,826.0,0.8659,0.8414,0.8437,
14395,330550,202505,0.7779,0.6393,0.8711,0.7899,
14396,330555,202505,0.8509,0.7937,0.9057,864.0,
14397,330560,202505,0.9104,0.8214,0.9259,0.8959,
14398,330570,202505,0.6876,0.7117,0.8169,0.7583,
14399,330575,202505,0.6738,0.8938,0.8652,0.8245,
14400,330580,202505,0.8028,0.6763,0.8714,0.8055,
14401,330590,202505,641.0,0.9218,0.8906,836.0,
14402,330600,202505,953.0,0.9475,0.8901,0.9202,
14403,330610,202505,0.6017,0.8755,0.8891,0.8139,
14404,330615,202505,0.8656,0.9354,0.9204,0.9105,
14405,330620,202505,0.8582,0.8689,0.8423,0.8529,
14406,330630,202505,0.7512,0.7367,0.8388,0.7914,
14407,350010,202505,0.9744,0.8678,836.0,0.8786,
14408,350020,202505,932.0,0.8311,0.8754,0.8785,
14409,350030,202505,0.8999,0.6469,0.8825,828.0,
14410,350040,202505,0.9205,0.7442,0.8134,0.8229,
14411,350050,202505,0.8694,0.7516,0.8212,0.8159,
14412,350055,202505,0.9112,0.8798,0.8162,0.8559,
14413,350060,202505,0.9764,0.7565,0.8542,0.8603,
14414,350070,202505,0.9956,0.8678,0.8493,0.8905,
14415,350075,202505,0.9627,0.9002,0.8381,0.8848,
14416,350080,202505,911.0,0.9416,0.7617,844.0,
14417,350090,202505,0.9556,0.9539,0.8624,0.9086,
